listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
33867059,Appartement de charme au coeur du 6e,158806194,15-11-2017,"Paris, Ile-de-France, France",,,,f,1,t,t,Luxembourg,,Paris,48.84534,2.32663,Entire apartment,Entire place,4,1,"['Shampoo', 'Heating', 'Washer', 'Hair dryer', 'Piano', 'Wifi', 'Kitchen', 'Dishes and silverware', 'Refrigerator', 'Cooking basics', 'Elevator', 'Hot water', 'Hangers', 'Essentials', 'Bed linens', 'Dishwasher', 'Stove', 'Coffee maker', 'Microwave']",150,6,22,100,10,10,10,10,10,10,f
34682334,CHARMING and BRIGHT appartement in MONTMARTRE,89073633,10-08-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.8917,2.33457,Entire apartment,Entire place,4,1,"['Patio or balcony', 'Essentials', 'Stove', 'Air conditioning', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Paid parking on premises', 'Iron', 'Dryer', 'Refrigerator', 'Dishes and silverware', 'Free street parking', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Shampoo', 'Extra pillows and blankets', 'Bed linens', 'Elevator']",115,2,5,100,10,10,10,10,10,10,f
35529742,"Appartement Design Paris 11e, Nation",267307126,09-06-2019,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.84987,2.39664,Entire apartment,Entire place,4,1,"['Heating', 'TV', 'Iron', 'Kitchen', 'Essentials', 'Hair dryer', 'Washer', 'Hangers', 'Smoke alarm', 'Wifi']",110,2,12,100,10,10,10,10,10,10,f
35698871,appartement 73 M2 8 Ã¨me etageparking,27278399,05-02-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Vaugirard,,Paris,48.8429,2.32217,Entire apartment,Entire place,4,1,"['Private entrance', 'Shampoo', 'Heating', 'TV', 'Iron', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Hangers', 'Smoke alarm', 'Free parking on premises', 'Wifi', 'Elevator', 'Long term stays allowed', 'Dedicated workspace']",239,4,30,100,10,10,10,10,10,10,f
36556896,Loft sousplex Butttes-Chaumont,44967879,23-09-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Chaumont,,Paris,48.87875,2.38505,Entire apartment,Entire place,4,1,"['Iron', 'Heating', 'Washer', 'Smoke alarm', 'Wifi', 'Dishes and silverware', 'Kitchen', 'First aid kit', 'Essentials', 'Breakfast']",95,2,7,100,10,10,10,10,10,10,f
36861408,Cosy Apartment next PÃ¨re Lachaise,277056973,18-07-2019,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.86,2.38606,Entire apartment,Entire place,4,1,"['Private entrance', 'Shampoo', 'Heating', 'Iron', 'Hair dryer', 'Essentials', 'Washer', 'Dryer', 'Breakfast', 'Hangers', 'Wifi', 'Dedicated workspace']",75,3,8,100,10,10,10,10,10,10,f
37280894,Un 3 piÃ¨ces dans le coeur de Marais.,280659485,30-07-2019,"Paris, Ile-de-France, France",,,,f,1,t,f,Temple,,Paris,48.86214,2.35495,Entire apartment,Entire place,4,1,"['Dishwasher', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Wifi', 'Dedicated workspace', 'TV', 'Iron', 'Refrigerator', 'Oven', 'Dishes and silverware', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Shampoo', 'Bed linens', 'Elevator']",100,4,19,100,10,10,10,10,10,10,f
37305783,Charming apt at walking distance from Eiffel Tower,73193264,21-05-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Vaugirard,,Paris,48.84991,2.28798,Entire apartment,Entire place,4,1,"['Children\u2019s books and toys', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Wifi', 'Luggage dropoff allowed', 'Dedicated workspace', 'Iron', 'Bathtub', 'Refrigerator', 'Oven', 'Dishes and silverware', 'First aid kit', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Paid parking off premises', 'Shampoo', 'Extra pillows and blankets', 'Babysitter recommendations', 'Shower gel', 'Game console', 'Bed linens', 'Elevator']",84,2,5,100,10,10,10,10,10,10,f
275645,Charming Montmartre flat (up to 3),1440891,25-11-2011,"Paris, Ile-de-France, France",,,,t,1,t,t,Buttes-Montmartre,,Paris,48.88741,2.33577,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'Lockbox', 'Iron', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Carbon monoxide alarm', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Dedicated workspace']",90,3,180,91,9,9,9,9,10,9,f
657739,"***LUXE, CALME ET VOLUPTE ***",3315449,20-08-2012,"Paris, Ile-de-France, France",,,,t,1,t,t,Vaugirard,,Paris,48.83709,2.29892,Entire apartment,Entire place,2,1,"['Shampoo', 'Dedicated workspace', 'Heating', 'TV', 'Iron', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Dryer', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Dishes and silverware', 'Elevator', 'Long term stays allowed', 'High chair', 'Host greets you', 'Cable TV']",105,3,90,90,9,9,9,9,10,9,f
2678065,"Beau studio de 32 mÂ², Ã  Paris 8Ã¨me",13711281,30-03-2014,"Paris, Ile-de-France, France",,,,t,1,t,t,Elysee,,Paris,48.87271,2.30308,Entire apartment,Entire place,2,1,"['Window guards', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Smoke alarm', 'Long term stays allowed', 'Dedicated workspace', 'Host greets you', 'Iron', 'Dryer', 'Refrigerator', 'Dishes and silverware', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Room-darkening shades', 'Paid parking off premises', 'Shampoo', 'Extra pillows and blankets', 'Garden or backyard', 'Shower gel', 'Bed linens', 'Carbon monoxide alarm', 'Elevator']",120,2,31,93,10,10,9,9,10,9,f
3624784,Spacious flat - Oberkampf area,8674004,06-09-2013,"Paris, Ile-de-France, France",,,,t,1,t,t,Popincourt,,Paris,48.86504,2.37138,Entire apartment,Entire place,2,1,"['Dishwasher', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Wifi', 'Luggage dropoff allowed', 'Long term stays allowed', 'Dedicated workspace', 'Host greets you', 'TV', 'Iron', 'Refrigerator', 'Oven', 'Dishes and silverware', 'First aid kit', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Cable TV', 'Shampoo']",90,30,30,96,10,9,10,9,10,9,f
596810,â˜… Central apartment close to rue des Martyrs,2950489,16-07-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Opera,,Paris,48.87606,2.34252,Entire apartment,Entire place,2,1,"['TV', 'Indoor fireplace', 'Kitchen', 'Washer', 'Hot water', 'Smoke alarm', 'Long term stays allowed', 'Host greets you']",80,3,1124,89,9,10,9,9,10,9,t
1094391,Lovely flat in the center of Paris,5329922,05-03-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Temple,,Paris,48.86603,2.36152,Entire apartment,Entire place,2,1,"['Paid parking off premises', 'Shampoo', 'Building staff', 'Heating', 'TV', 'Paid parking on premises', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Dryer', 'Breakfast', 'Hot water', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Cable TV']",43,6,30,92,10,9,10,9,10,9,t
4084794,The garconniÃ¨re,21186649,10-09-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88728,2.34835,Entire apartment,Entire place,2,1,"['Paid parking off premises', 'Shampoo', 'Heating', 'Kitchen', 'Essentials', 'Washer', 'Hot water', 'Smoke alarm', 'Wifi', 'Luggage dropoff allowed', 'Dedicated workspace']",40,1,7,87,9,8,9,9,9,9,t
4136586,"Bright, green 50sm flat near Marais",15948149,25-05-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Enclos-St-Laurent,,Paris,48.87122,2.35437,Entire apartment,Entire place,2,1,"['Patio or balcony', 'Dishwasher', 'Essentials', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Paid parking on premises', 'Iron', 'Dryer', 'Bathtub', 'Refrigerator', 'Oven', 'Dishes and silverware', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Paid parking off premises', 'Shampoo', 'Extra pillows and blankets', 'Bed linens', 'Carbon monoxide alarm']",85,2,25,94,10,9,10,9,9,9,t
5189396,"Brand new flat, Terrace,city center",10860775,28-12-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Batignolles-Monceau,,Paris,48.88472,2.31399,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'TV', 'Iron', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Dryer', 'Hangers', 'Wifi', 'Long term stays allowed', 'Dedicated workspace', 'Cable TV']",105,3,30,89,9,9,9,9,9,9,t
6571558,Studio Paris 7Ã¨,4301132,02-12-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Palais-Bourbon,,Paris,48.85852,2.3285,Entire apartment,Entire place,2,1,"['Heating', 'Iron', 'Kitchen', 'Essentials', 'Hair dryer', 'Hangers', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Dedicated workspace']",95,2,40,92,10,10,9,9,10,9,t
6711330,60m2 eclectic brand new flat !!!!!,1565268,04-01-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Opera,,Paris,48.87777,2.33863,Entire apartment,Entire place,2,1,"['Heating', 'Iron', 'Indoor fireplace', 'Kitchen', 'Essentials', 'Hair dryer', 'Washer', 'Smoke alarm', 'Wifi', 'Elevator', 'Crib']",120,2,20,92,9,9,10,9,10,9,t
7183732,A very nice little studio,37637223,06-07-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Luxembourg,,Paris,48.85087,2.33797,Entire apartment,Entire place,2,1,"['Wifi', 'Smoke alarm', 'Kitchen']",50,3,20,91,9,9,10,9,10,9,t
7473645,Lovely apartment - Sacre-coeur view,39143696,21-07-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88591,2.36449,Entire apartment,Entire place,2,1,"['Heating', 'Iron', 'Kitchen', 'Essentials', 'Washer', 'Carbon monoxide alarm', 'Hangers', 'Smoke alarm', 'Wifi', 'Dedicated workspace']",1000,25,25,84,8,9,10,9,7,9,t
9401886,"Appartement sur cour ,75014",37419252,03-07-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Observatoire,,Paris,48.82922,2.31582,Entire apartment,Entire place,2,1,"['Heating', 'Kitchen', 'Essentials', 'Washer', 'Hangers', 'Wifi', 'Long term stays allowed']",30,7,999,93,9,8,9,9,9,9,t
13425215,GREY - XI arrondissement near Bastille & Marais,1500932,13-12-2011,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.85174,2.38426,Entire apartment,Entire place,2,1,"['Pocket wifi', 'Dishwasher', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Luggage dropoff allowed', 'Long term stays allowed', 'Dedicated workspace', 'Paid parking on premises', 'TV', 'Iron', 'Dryer', 'Refrigerator', 'Oven', 'Dishes and silverware', 'Private entrance', 'Smart lock', 'Ethernet connection', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Cable TV', 'Single level home', 'Shampoo', 'Bed linens', 'Carbon monoxide alarm', 'Keypad']",110,30,305,90,10,8,10,9,10,9,t
15136902,COZY FLAT IN HEART OF BATIGNOLLES,26417028,20-01-2015,"Paris, Ile-de-France, France",,,,f,1,t,f,Batignolles-Monceau,,Paris,48.88622,2.32564,Entire apartment,Entire place,2,1,"['Elevator', 'Dishes and silverware', 'Hangers', 'Stove', 'Coffee maker', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Bed linens', 'TV', 'Shampoo', 'Heating', 'Washer', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Oven', 'Hair dryer', 'Wifi', 'Long term stays allowed', 'Host greets you', 'Microwave']",80,6,100,93,9,9,9,9,9,9,t
15267786,â˜… Charming 2-room apt near the Galeries Lafayette,13094034,13-03-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Opera,,Paris,48.87645,2.32776,Entire apartment,Entire place,2,1,"['Shampoo', 'Cooking basics', 'Heating', 'Iron', 'Kitchen', 'Essentials', 'Hot water', 'Hangers', 'Smoke alarm', 'Microwave', 'Wifi', 'Dishes and silverware', 'Long term stays allowed']",111,2,60,91,10,8,9,9,10,9,t
15298328,"APPARTEMENT PARIS 1st district, view Eiffel Tower",77901146,15-06-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Louvre,,Paris,48.86434,2.33514,Entire apartment,Entire place,2,1,"['Iron', 'Shampoo', 'Heating', 'Washer', 'Hair dryer', 'Smoke alarm', 'Wifi', 'Kitchen', 'Essentials', 'Hangers', 'Host greets you', 'TV', 'Breakfast']",70,1,3,84,9,8,9,9,10,9,t
15573571,Appartement 2 piÃ¨ces - Champ de Mars/Tour Eiffel,87453964,02-08-2016,"Paris, Ile-de-France, France",,,,f,1,t,f,Palais-Bourbon,,Paris,48.85697,2.30459,Entire apartment,Entire place,2,1,"['Washer', 'Wifi', 'Kitchen', 'Essentials', 'Breakfast']",60,2,10,90,9,8,10,9,10,9,t
16126563,loue charmant appartement dans quartier magnifique,5346958,06-03-2013,"Paris, Ile-de-France, France",,,,f,1,t,t,Opera,,Paris,48.88116,2.34426,Entire apartment,Entire place,2,1,"['Iron', 'Heating', 'Washer', 'Dedicated workspace', 'Smoke alarm', 'Wifi', 'Kitchen', 'Essentials', 'TV', 'Breakfast']",45,3,20,94,10,9,10,9,10,9,t
16990073,Appartement renove Paris 13e,30206014,29-03-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Gobelins,,Paris,48.828,2.37,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'Iron', 'Kitchen', 'Essentials', 'Hair dryer', 'Washer', 'Wifi', 'Long term stays allowed']",70,7,100,94,10,9,9,9,10,9,t
17473117,Joli Paris,19437054,04-08-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.86418,2.37421,Entire apartment,Entire place,2,1,"['Essentials', 'Stove', 'Hot water', 'Hangers', 'Wifi', 'Dedicated workspace', 'TV', 'Iron', 'Indoor fireplace', 'Dryer', 'Refrigerator', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Washer', 'Microwave', 'Cooking basics', 'Paid parking off premises', 'Shampoo', 'Keypad']",169,2,15,93,10,8,9,9,10,9,t
18610965,Appart Cosy Paris 10e,18860336,25-07-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Enclos-St-Laurent,,Paris,48.87434,2.37322,Entire apartment,Entire place,2,1,"['Heating', 'Washer', 'Hair dryer', 'Smoke alarm', 'Wifi', 'Kitchen', 'Essentials', 'Hangers']",45,3,7,94,10,9,10,9,9,9,t
19354550,Appartement Belleville,13449317,23-03-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Menilmontant,,Paris,48.86714,2.38328,Entire apartment,Entire place,2,1,"['Paid parking off premises', 'Shampoo', 'Paid parking on premises', 'Heating', 'Washer', 'Hair dryer', 'Dryer', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Hot water', 'Hangers', 'Essentials', 'Host greets you', 'Breakfast']",55,4,8,95,10,10,10,9,9,9,t
19750518,â˜…NEWâ˜… Clean and Cosy flat with balcony,161289543,04-12-2017,"Paris, Ile-de-France, France",,,,f,1,t,t,Batignolles-Monceau,,Paris,48.88303,2.31556,Entire apartment,Entire place,2,1,"['Patio or balcony', 'Elevator', 'Dishes and silverware', 'Hangers', 'Stove', 'Coffee maker', 'Carbon monoxide alarm', 'Breakfast', 'Iron', 'Dedicated workspace', 'Smoke alarm', 'Essentials', 'Private entrance', 'TV', 'Shampoo', 'Heating', 'Washer', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Building staff', 'Oven', 'Hair dryer', 'Wifi', 'Microwave']",70,2,9,93,10,10,9,9,10,9,t
19783663,Charmant appartement du nord parisien ideal couple,17675845,05-07-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88658,2.36296,Entire apartment,Entire place,2,1,"['Game console', 'Iron', 'Shampoo', 'Heating', 'Washer', 'Hair dryer', 'Smoke alarm', 'Wifi', 'Kitchen', 'Free street parking', 'Hot water', 'Hangers', 'Essentials', 'Host greets you', 'TV']",50,2,15,96,10,10,9,9,8,9,t
21307280,Luminous Flat for 2 near Beaubourg (Paris 3rd),14466356,19-04-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Temple,,Paris,48.86535,2.35255,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'Washer', 'Hair dryer', 'Dryer', 'Wifi', 'Kitchen', 'Elevator', 'First aid kit', 'Hot water', 'Essentials', 'Hangers', 'Private entrance', 'Long term stays allowed', 'TV']",85,5,1000,97,10,9,10,9,10,9,t
21871362,Cosy&Calm appartment in Paris with terrace,66479495,09-04-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Chaumont,,Paris,48.87885,2.39854,Entire apartment,Entire place,2,1,"['Iron', 'Oven', 'Heating', 'Hair dryer', 'Smoke alarm', 'Wifi', 'Kitchen', 'Refrigerator', 'Hot water', 'Hangers', 'Essentials', 'Private entrance', 'Long term stays allowed', 'Stove']",113,2,90,95,9,9,10,9,10,9,t
22607798,Appartement proche Montmartre Paris 10e,23012647,27-10-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Enclos-St-Laurent,,Paris,48.88095,2.351,Entire apartment,Entire place,2,1,"['Iron', 'Shampoo', 'Heating', 'Washer', 'Elevator', 'Smoke alarm', 'Wifi', 'Kitchen', 'Fire extinguisher', 'Essentials', 'Hangers', 'Private entrance', 'Long term stays allowed', 'TV']",70,1,112,93,9,9,9,9,8,9,t
23369706,"Appartment 30m2, Montmartre",60219508,24-02-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.89097,2.33858,Entire apartment,Entire place,2,1,"['Pool', 'Patio or balcony', 'Single level home', 'Elevator', 'Bathtub', 'Dishes and silverware', 'Hangers', 'Hot tub', 'Stove', 'Coffee maker', 'Smoke alarm', 'Essentials', 'Bed linens', 'Shampoo', 'Heating', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Air conditioning', 'Oven', 'Hair dryer', 'Wifi', 'Cleaning before checkout', 'Host greets you', 'Microwave']",65,2,15,80,9,5,9,9,9,9,t
23853662,Romantisme  et Modernite sur les pas d'Emile Zola,179168026,18-03-2018,"Paris, Ile-de-France, France",,,,f,1,t,t,Pantheon,,Paris,48.84539,2.35056,Entire apartment,Entire place,2,1,"['Dishes and silverware', 'Hangers', 'Stove', 'Coffee maker', 'Carbon monoxide alarm', 'Iron', 'Garden or backyard', 'Dedicated workspace', 'Smoke alarm', 'First aid kit', 'Essentials', 'Private entrance', 'Bed linens', 'Dishwasher', 'TV', 'Paid parking off premises', 'Shampoo', 'Heating', 'Washer', 'Extra pillows and blankets', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Hot water', 'Oven', 'Hair dryer', 'Wifi', 'Long term stays allowed', 'Host greets you', 'Microwave']",170,3,90,94,9,9,10,9,10,9,t
24744309,EXEPTIONAL!! Brand New  and Cosy Flat in Paris,24398442,02-12-2014,"Paris, Ile-de-France, France",,,,f,1,t,t,Menilmontant,,Paris,48.85155,2.40914,Entire apartment,Entire place,2,1,"['Pocket wifi', 'Essentials', 'Stove', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Luggage dropoff allowed', 'Long term stays allowed', 'Dedicated workspace', 'Host greets you', 'TV', 'Iron', 'Refrigerator', 'Oven', 'Dishes and silverware', 'First aid kit', 'Ethernet connection', 'Heating', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Breakfast', 'Microwave', 'Cooking basics', 'Paid parking off premises', 'Shampoo', 'Extra pillows and blankets', 'Bed linens', 'Cleaning before checkout', 'Elevator']",100,40,60,93,10,9,10,9,9,9,t
25068692,Appartement vu sur la mythique place Sainte Marthe,55818959,23-01-2016,"Paris, Ile-de-France, France",,,,f,1,t,t,Enclos-St-Laurent,,Paris,48.87381,2.37396,Entire apartment,Entire place,2,1,"['Iron', 'Heating', 'Washer', 'Hair dryer', 'Dedicated workspace', 'Wifi', 'Kitchen', 'First aid kit', 'Essentials', 'Hangers', 'Private entrance', 'Long term stays allowed', 'TV']",61,4,60,93,10,10,10,9,9,9,t
25246771,Cute apartment for two by the Sacre-Coeur,37296216,02-07-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88381,2.343,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'Kitchen', 'Essentials', 'Stove', 'Bed linens', 'Refrigerator', 'Hot water', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Luggage dropoff allowed', 'Host greets you']",60,4,12,90,9,9,10,9,10,9,t
26019299,appartement montmartrois authentique,59359162,18-02-2016,"Paris, Ile-de-France, France",,,,f,1,t,f,Buttes-Montmartre,,Paris,48.8833,2.3458,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'TV', 'Kitchen', 'Essentials', 'Hair dryer', 'Smoke alarm', 'Wifi']",70,2,7,89,10,9,9,9,10,9,t
28096869,Location 2 piÃ¨ces PARIS,124014518,03-04-2017,"Paris, Ile-de-France, France",,,,f,1,t,f,Batignolles-Monceau,,Paris,48.88645,2.31356,Entire apartment,Entire place,2,1,"['Heating', 'Washer', 'Wifi', 'Smoke alarm', 'Kitchen', 'Hangers']",50,2,6,80,8,7,9,9,9,9,t
30431390,Appartement atypique 1900 au centre de Paris,200611457,07-07-2018,"Paris, Ile-de-France, France",,,,f,1,t,f,Enclos-St-Laurent,,Paris,48.87369,2.35354,Entire apartment,Entire place,2,1,"['Kitchen', 'Iron', 'Coffee maker', 'Smoke alarm', 'Dedicated workspace', 'Refrigerator', 'Essentials', 'Stove', 'Heating', 'Washer', 'Wifi']",110,5,10,93,9,9,10,9,10,9,t
36048962,Montmartre & l'Olive,34900472,03-06-2015,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.89177,2.36286,Entire apartment,Entire place,2,1,"['Washer', 'Hair dryer', 'Dedicated workspace', 'Wifi', 'Kitchen', 'Free street parking', 'Essentials', 'TV']",100,1,6,93,7,8,9,9,9,9,t
38339771,Appartement de charme avec terrasse !,269841,24-10-2010,"Paris, Ile-de-France, France",,,,f,1,t,t,Popincourt,,Paris,48.8662,2.37779,Entire apartment,Entire place,2,1,"['Kitchen', 'Iron', 'Smoke alarm', 'Garden or backyard', 'Dedicated workspace', 'Hot water', 'Heating', 'Shampoo', 'Essentials', 'Washer', 'Carbon monoxide alarm', 'Dryer', 'Wifi']",55,2,7,95,10,7,10,9,10,9,t
21860,Cute Nest (2p long term) Heart Paris/Louvre/Marais,165470,13-07-2010,"Paris, Ile-de-France, France",,,,f,1,t,t,Bourse,,Paris,48.86524,2.34807,Entire apartment,Entire place,2,1,"['Essentials', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Long term stays allowed', 'Dedicated workspace', 'Host greets you', 'Pour-over coffee', 'TV', 'Iron', 'Dishes and silverware', 'Heating', 'Freezer', 'Kitchen', 'Hair dryer', 'Coffee maker', 'Microwave', 'Baking sheet', 'Cooking basics', 'Portable fans', 'Fire extinguisher', 'Shampoo', 'Extra pillows and blankets', 'Laundromat nearby', 'Shower gel', 'Bed linens', 'Mini fridge']",64,280,372,88,9,9,9,9,10,9,f
132994,charmant studio dans le marais,653074,01-06-2011,"Paris, Ile-de-France, France",,,,f,1,t,f,Temple,,Paris,48.8634,2.35826,Entire apartment,Entire place,2,1,"['Heating', 'Kitchen', 'Washer', 'Smoke alarm', 'Wifi', 'Elevator', 'Long term stays allowed']",90,3,365,92,9,9,9,9,10,9,f
306538,Charming Parisian Studio,1576670,07-01-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Buttes-Chaumont,,Paris,48.87754,2.38774,Entire apartment,Entire place,2,1,"['Paid parking off premises', 'Shampoo', 'First aid kit', 'Luggage dropoff allowed', 'Heating', 'TV', 'Iron', 'Kitchen', 'Hair dryer', 'Essentials', 'Washer', 'Breakfast', 'Hot water', 'Hangers', 'Smoke alarm', 'Wifi', 'Fire extinguisher', 'Dedicated workspace', 'Host greets you', 'Cable TV']",80,5,21,93,9,9,10,9,10,9,f
436362,STUDIO IN VINTAGE STYLE IN PARIS,2167451,18-04-2012,"Paris, Ile-de-France, France",,,,f,1,t,f,Buttes-Chaumont,,Paris,48.87507,2.38337,Entire apartment,Entire place,2,1,"['Heating', 'TV', 'Kitchen', 'Smoke alarm', 'Wifi', 'Fire extinguisher', 'Long term stays allowed', 'Cable TV']",32,2,30,88,8,8,9,9,9,9,f
581988,Delightful Studio in the middle of,2865787,08-07-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Enclos-St-Laurent,,Paris,48.87313,2.36457,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'Kitchen', 'Essentials', 'Hair dryer', 'Wifi']",55,2,8,90,9,9,9,9,9,9,f
596835,Beautiful and quiet Apt near Opera,2951141,16-07-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Elysee,,Paris,48.87906,2.32019,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'TV', 'Kitchen', 'Essentials', 'Washer', 'Wifi', 'Elevator', 'Long term stays allowed', 'Cable TV']",67,1,60,88,9,8,9,9,9,9,f
598398,lovely apartment in Paris center,2950469,16-07-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Menilmontant,,Paris,48.86689,2.38978,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'Kitchen', 'Essentials', 'Washer', 'Smoke alarm', 'Wifi', 'Long term stays allowed']",40,4,45,88,9,8,9,9,9,9,f
602336,2 rooms in paris 13th arr - 40sqmtr,2978211,18-07-2012,"Paris, Ile-de-France, France",,,,f,1,t,f,Gobelins,,Paris,48.83117,2.36956,Entire apartment,Entire place,2,1,"['Heating', 'TV', 'Kitchen', 'Washer', 'Wifi', 'Elevator', 'Long term stays allowed', 'Cable TV']",42,15,120,87,10,7,10,9,9,9,f
628218,CHARMING STUDIO CENTER OF PARIS!,3120234,31-07-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Hotel-de-Ville,,Paris,48.86039,2.3501,Entire apartment,Entire place,2,1,"['Shampoo', 'Heating', 'Iron', 'Kitchen', 'Essentials', 'Hangers', 'Smoke alarm', 'Wifi', 'Elevator', 'Long term stays allowed']",35,3,300,89,10,9,10,9,10,9,f
677903,Cosy Studio Mezzanine Paris OPERA,3448360,02-09-2012,"Paris, Ile-de-France, France",,,,f,1,t,t,Opera,,Paris,48.87999,2.33171,Entire apartment,Entire place,2,1,"['Heating', 'Kitchen', 'Wifi', 'Elevator', 'Long term stays allowed']",59,2,120,86,9,8,9,9,10,9,f
